     Index              y_true              y_pred        descriptor_1
       413    0.2308230610E+00    0.2684704588E+00    0.2708179976E+01
       414    0.2547360410E+00    0.2100047280E+00    0.2926580168E+01
       415    0.2124746450E+00    0.4936130025E+00    0.1867154402E+01
       416    0.2783283580E+00    0.3331399964E+00    0.2466605309E+01
       417    0.1573802540E+00    0.4936130025E+00    0.1867154402E+01
       418    0.2520483090E+00    0.3331399964E+00    0.2466605309E+01
       419    0.2370942040E+00    0.2684704588E+00    0.2708179976E+01
       420    0.2381650570E+00    0.2100047280E+00    0.2926580168E+01
       421    0.1410105690E+00    0.4936130025E+00    0.1867154402E+01
       422    0.2051061930E+00    0.4065432192E+00    0.2192405744E+01
       423    0.2010996900E+00    0.3331399964E+00    0.2466605309E+01
       424    0.1684095330E+00    0.4936130025E+00    0.1867154402E+01
       425    0.2761077970E+00    0.4065432192E+00    0.2192405744E+01
       426    0.2427078770E+00    0.3331399964E+00    0.2466605309E+01
       427    0.1637031560E+00    0.2684704588E+00    0.2708179976E+01
       428    0.2013807570E+00    0.2100047280E+00    0.2926580168E+01
       429    0.2115133110E+00   -0.2130937969E-01    0.3790659773E+01
       430    0.2298010890E+00    0.2622988945E+00    0.2731234008E+01
       431    0.2043954240E+00    0.1018258884E+00    0.3330684915E+01
       432    0.2348282990E+00    0.3715635107E-01    0.3572259581E+01
       433    0.2238425020E+00   -0.2130937969E-01    0.3790659773E+01
       434    0.1763325760E+00    0.1018258884E+00    0.3330684915E+01
       435    0.1601539080E+00    0.1018258884E+00    0.3330684915E+01
       436    0.2213509840E+00   -0.2130937969E-01    0.3790659773E+01
       437    0.1503362200E+00    0.1018258884E+00    0.3330684915E+01
       438    0.1717623220E+00    0.3715635107E-01    0.3572259581E+01
       439    0.1641465830E+00    0.1752291112E+00    0.3056485350E+01
       440    0.1469517200E+00    0.1018258884E+00    0.3330684915E+01
       441    0.1736719460E+00    0.3715635107E-01    0.3572259581E+01
       442    0.1991721310E+00   -0.2130937969E-01    0.3790659773E+01
       443    0.1532095160E+00    0.6354277832E-02    0.3687321492E+01
       444    0.1726735850E+00   -0.1901842133E+00    0.4421495916E+01
       445    0.2016637750E+00   -0.6704894491E-01    0.3961521057E+01
       446    0.2195671890E+00   -0.1317184823E+00    0.4203095723E+01
       447    0.2374588130E+00   -0.1901842133E+00    0.4421495916E+01
       448    0.3318650270E+00    0.9342406113E-01    0.3362070150E+01
       449    0.1439294300E+00    0.6354277832E-02    0.3687321492E+01
       450    0.1789800760E+00   -0.6704894491E-01    0.3961521057E+01
       451    0.2610090850E+00   -0.1901842133E+00    0.4421495916E+01
       452    0.3040400600E+00    0.9342406113E-01    0.3362070150E+01
       453    0.1326451790E+00   -0.6704894491E-01    0.3961521057E+01
       454    0.1758770870E+00   -0.1901842133E+00    0.4421495916E+01
       455    0.1498207890E+00   -0.6704894491E-01    0.3961521057E+01
       456    0.1578682460E+00   -0.1317184823E+00    0.4203095723E+01
       457    0.1644220650E+00   -0.1901842133E+00    0.4421495916E+01
       458    0.3443021350E+00    0.9342406113E-01    0.3362070150E+01
       459    0.1394324810E+00   -0.6704894491E-01    0.3961521057E+01
       460    0.1653527390E+00   -0.1317184823E+00    0.4203095723E+01
       461    0.1894382010E+00   -0.1901842133E+00    0.4421495916E+01
       462    0.1325481886E+01    0.1189608465E+01   -0.7327539678E+00
       463    0.1172215613E+01    0.1138975657E+01   -0.5436138530E+00
       464    0.1431387021E+01    0.1309182983E+01   -0.1179427555E+01
       465    0.1487965014E+01    0.1245613928E+01   -0.9419637656E+00
       466    0.1391174215E+01    0.1189608465E+01   -0.7327539678E+00
       467    0.1535625522E+01    0.1309182983E+01   -0.1179427555E+01
       468    0.1515373684E+01    0.1245613928E+01   -0.9419637656E+00
       469    0.1425646034E+01    0.1189608465E+01   -0.7327539678E+00
       470    0.1570547296E+01    0.1309182983E+01   -0.1179427555E+01
       471    0.1457879283E+01    0.1189608465E+01   -0.7327539678E+00
       472    0.1124541331E+01    0.1138975657E+01   -0.5436138530E+00
       473    0.1682891720E+01    0.1384587627E+01   -0.1461103479E+01
       474    0.1534607313E+01    0.1309182983E+01   -0.1179427555E+01
       475    0.1561412459E+01    0.1245613928E+01   -0.9419637656E+00
       476    0.1112668763E+01    0.1138975657E+01   -0.5436138530E+00
       477    0.1278673041E+01    0.1058886062E+01   -0.2444371786E+00
       478    0.1099070739E+01    0.1008253254E+01   -0.5529706379E-01
       479    0.1518535633E+01    0.1253865224E+01   -0.9727866900E+00
       480    0.1423602163E+01    0.1114891525E+01   -0.4536469764E+00
       481    0.1077795333E+01    0.1008253254E+01   -0.5529706379E-01
       482    0.1490225876E+01    0.1253865224E+01   -0.9727866900E+00
       483    0.1415551240E+01    0.1178460580E+01   -0.6911107655E+00
       484    0.1469576128E+01    0.1114891525E+01   -0.4536469764E+00
       485    0.1051447486E+01    0.1008253254E+01   -0.5529706379E-01
       486    0.1521382995E+01    0.1253865224E+01   -0.9727866900E+00
       487    0.1449063253E+01    0.1178460580E+01   -0.6911107655E+00
       488    0.1465880348E+01    0.1178460580E+01   -0.6911107655E+00
       489    0.1492498185E+01    0.1114891525E+01   -0.4536469764E+00
       490    0.1438634216E+01    0.1058886062E+01   -0.2444371786E+00
       491    0.1047208763E+01    0.1008253254E+01   -0.5529706379E-01
       492    0.6167231240E+00    0.7378122718E+00    0.9549419552E+00
       493    0.5411196520E+00    0.6742432162E+00    0.1192405744E+01
       494    0.4469703280E+00    0.6182377539E+00    0.1401615542E+01
       495    0.4803119690E+00    0.5676049457E+00    0.1590755657E+01
       496    0.6463920030E+00    0.7378122718E+00    0.9549419552E+00
       497    0.6639490460E+00    0.6742432162E+00    0.1192405744E+01
       498    0.5688447600E+00    0.6182377539E+00    0.1401615542E+01
       499    0.4860493560E+00    0.5676049457E+00    0.1590755657E+01
       500    0.5087625500E+00    0.8132169159E+00    0.6732660308E+00
       501    0.5691382270E+00    0.6182377539E+00    0.1401615542E+01
       502    0.5422083010E+00    0.8132169159E+00    0.6732660308E+00
       503    0.5688695840E+00    0.7378122718E+00    0.9549419552E+00
       504    0.5183731670E+00    0.6742432162E+00    0.1192405744E+01
       505    0.4562801550E+00    0.6182377539E+00    0.1401615542E+01
       506    0.4854626740E+00    0.5676049457E+00    0.1590755657E+01
       507    0.5718723990E+00    0.7378122718E+00    0.9549419552E+00
       508    0.4985814990E+00    0.6182377539E+00    0.1401615542E+01
       509    0.5047069170E+00    0.5676049457E+00    0.1590755657E+01
       510    0.1342367260E+00    0.5283628087E+00    0.1737345636E+01
       511    0.2438119140E+00    0.3893891088E+00    0.2256485350E+01
       512    0.2261526690E+00    0.3333836468E+00    0.2465695147E+01
       513    0.2764506870E+00    0.3893891088E+00    0.2256485350E+01
       514    0.2911093630E+00    0.2827508386E+00    0.2654835262E+01
       515    0.1909513640E+00    0.5283628087E+00    0.1737345636E+01
       516    0.2544097800E+00    0.4529581647E+00    0.2019021560E+01
       517    0.2678712010E+00    0.3893891088E+00    0.2256485350E+01
       518    0.2354286690E+00    0.2827508386E+00    0.2654835262E+01
       519    0.1371076180E+00    0.5283628087E+00    0.1737345636E+01
       520    0.2487170830E+00    0.4529581647E+00    0.2019021560E+01
       521    0.2194940410E+00    0.3893891088E+00    0.2256485350E+01
       522    0.2055266530E+00    0.3333836468E+00    0.2465695147E+01
       523    0.1350462310E+00    0.5283628087E+00    0.1737345636E+01
       524    0.2961542120E+00    0.4529581647E+00    0.2019021560E+01
       525    0.2871877070E+00    0.3893891088E+00    0.2256485350E+01
       526    0.2187412840E+00    0.3333836468E+00    0.2465695147E+01
       527    0.2340253970E+00    0.3237946423E+00    0.2501515112E+01
       528    0.2191794260E+00    0.1848209424E+00    0.3020654826E+01
       529    0.3148765440E+00    0.7818267209E-01    0.3419004738E+01
       530    0.2888247200E+00    0.3237946423E+00    0.2501515112E+01
       531    0.1968955350E+00    0.1288154803E+00    0.3229864623E+01
       532    0.2499555320E+00    0.7818267209E-01    0.3419004738E+01
       533    0.1259982250E+00    0.2483899982E+00    0.2783191036E+01
       534    0.1815750960E+00    0.1848209424E+00    0.3020654826E+01
       535    0.2203264970E+00    0.1288154803E+00    0.3229864623E+01
       536    0.1946254960E+00    0.7818267209E-01    0.3419004738E+01
       537    0.3054629680E+00    0.3237946423E+00    0.2501515112E+01
       538    0.9639382600E-01    0.2483899982E+00    0.2783191036E+01
       539    0.1835679060E+00    0.1288154803E+00    0.3229864623E+01
       540    0.1575847187E+01    0.1420008592E+01   -0.1593419374E+01
       541    0.1462900474E+01    0.1352564628E+01   -0.1341480767E+01
       542    0.1565890814E+01    0.1295706736E+01   -0.1129086698E+01
       543    0.1512368073E+01    0.1245613928E+01   -0.9419637656E+00
       544    0.1403263403E+01    0.1200326567E+01   -0.7727917041E+00
       545    0.1531240953E+01    0.1352564628E+01   -0.1341480767E+01
       546    0.1560280587E+01    0.1245613928E+01   -0.9419637656E+00
       547    0.1317807896E+01    0.1200326567E+01   -0.7727917041E+00
       548    0.1720652447E+01    0.1420008592E+01   -0.1593419374E+01
       549    0.1564291331E+01    0.1352564628E+01   -0.1341480767E+01
       550    0.1616966219E+01    0.1295706736E+01   -0.1129086698E+01
       551    0.1560754007E+01    0.1245613928E+01   -0.9419637656E+00
       552    0.1300884556E+01    0.1200326567E+01   -0.7727917041E+00
       553    0.1718223089E+01    0.1420008592E+01   -0.1593419374E+01
       554    0.1305927814E+01    0.1200326567E+01   -0.7727917041E+00
       555    0.1484157119E+01    0.1525165137E+01   -0.1986234263E+01
       556    0.1388248215E+01    0.1400863281E+01   -0.1521901587E+01
       557    0.1351954063E+01    0.1305483112E+01   -0.1165606593E+01
       558    0.1398990225E+01    0.1457721173E+01   -0.1734295657E+01
       559    0.1457093508E+01    0.1400863281E+01   -0.1521901587E+01
       560    0.1454773297E+01    0.1350770472E+01   -0.1334778655E+01
       561    0.1389575690E+01    0.1305483112E+01   -0.1165606593E+01
       562    0.1509330432E+01    0.1525165137E+01   -0.1986234263E+01
       563    0.1496619976E+01    0.1457721173E+01   -0.1734295657E+01
       564    0.1501759448E+01    0.1400863281E+01   -0.1521901587E+01
       565    0.1484052320E+01    0.1350770472E+01   -0.1334778655E+01
       566    0.1404523039E+01    0.1305483112E+01   -0.1165606593E+01
       567    0.1534736700E+01    0.1525165137E+01   -0.1986234263E+01
       568    0.1424299184E+01    0.1457721173E+01   -0.1734295657E+01
       569    0.1512495664E+01    0.1350770472E+01   -0.1334778655E+01
       570    0.1330698022E+01    0.9920360215E+00    0.5282812436E-02
       571    0.1354259888E+01    0.9419432132E+00    0.1924057444E+00
       572    0.1261734861E+01    0.8966558528E+00    0.3615778058E+00
       573    0.1244760521E+01    0.1048893913E+01   -0.2071112574E+00
       574    0.1427788450E+01    0.9920360215E+00    0.5282812436E-02
       575    0.1410716808E+01    0.9419432132E+00    0.1924057444E+00
       576    0.1139383658E+01    0.1116337878E+01   -0.4590498636E+00
       577    0.1451846697E+01    0.9419432132E+00    0.1924057444E+00
       578    0.1089217790E+01    0.8966558528E+00    0.3615778058E+00
       579    0.1152010881E+01    0.1116337878E+01   -0.4590498636E+00
       580    0.1502349624E+01    0.9920360215E+00    0.5282812436E-02
       581    0.1484206189E+01    0.9419432132E+00    0.1924057444E+00
       582    0.4071468080E+00    0.7779437709E+00    0.8050297417E+00
       583    0.5268023010E+00    0.7104998067E+00    0.1056968348E+01
       584    0.4999705100E+00    0.6536419148E+00    0.1269362418E+01
       585    0.6414813030E+00    0.7104998067E+00    0.1056968348E+01
       586    0.5909938070E+00    0.5582617462E+00    0.1625657411E+01
       587    0.5233491010E+00    0.7104998067E+00    0.1056968348E+01
       588    0.6051014780E+00    0.6035491065E+00    0.1456485350E+01
       589    0.6198555820E+00    0.5582617462E+00    0.1625657411E+01
       590    0.4646472100E+00    0.7779437709E+00    0.8050297417E+00
       591    0.6012338950E+00    0.7104998067E+00    0.1056968348E+01
       592    0.5645656710E+00    0.6536419148E+00    0.1269362418E+01
       593    0.5798793360E+00    0.6035491065E+00    0.1456485350E+01
       594    0.6077898550E+00    0.5582617462E+00    0.1625657411E+01
       595    0.2114283850E+00    0.5376822715E+00    0.1702532551E+01
       596    0.2910661610E+00    0.4702383074E+00    0.1954471157E+01
       597    0.2882651620E+00    0.4133804155E+00    0.2166865227E+01
       598    0.2443453900E+00    0.3632876072E+00    0.2353988159E+01
       599    0.3037037040E+00    0.3180002469E+00    0.2523160220E+01
       600    0.1826572310E+00    0.5376822715E+00    0.1702532551E+01
       601    0.2672895120E+00    0.4702383074E+00    0.1954471157E+01
       602    0.2857616910E+00    0.4133804155E+00    0.2166865227E+01
       603    0.3063628430E+00    0.3632876072E+00    0.2353988159E+01
       604    0.3405112040E+00    0.3180002469E+00    0.2523160220E+01
       605    0.1650188600E+00    0.5376822715E+00    0.1702532551E+01
       606    0.2527574890E+00    0.4702383074E+00    0.1954471157E+01
       607    0.1581174090E+00    0.5376822715E+00    0.1702532551E+01
       608    0.2467599560E+00    0.4702383074E+00    0.1954471157E+01
       609    0.2568235230E+00    0.4133804155E+00    0.2166865227E+01
       610    0.2458962400E+00    0.3632876072E+00    0.2353988159E+01
       611    0.2406015040E+00    0.3180002469E+00    0.2523160220E+01
       612    0.1637142899E+01    0.1446155262E+01   -0.1691090909E+01
       613    0.1670345588E+01    0.1332683711E+01   -0.1267215108E+01
       614    0.1648836077E+01    0.1286955443E+01   -0.1096396023E+01
       615    0.1517185236E+01    0.1245613928E+01   -0.9419637656E+00
       616    0.1743457837E+01    0.1446155262E+01   -0.1691090909E+01
       617    0.1665250233E+01    0.1384587627E+01   -0.1461103479E+01
       618    0.1708874297E+01    0.1332683711E+01   -0.1267215108E+01
       619    0.1656264447E+01    0.1286955443E+01   -0.1096396023E+01
       620    0.1619928259E+01    0.1551311806E+01   -0.2083905798E+01
       621    0.1365832848E+01    0.1489744172E+01   -0.1853918369E+01
       622    0.1541656935E+01    0.1392111987E+01   -0.1489210912E+01
       623    0.1562563493E+01    0.1551311806E+01   -0.2083905798E+01
       624    0.1529428852E+01    0.1437840256E+01   -0.1660029997E+01
       625    0.1543618206E+01    0.1392111987E+01   -0.1489210912E+01
       626    0.1463423868E+01    0.1489744172E+01   -0.1853918369E+01
       627    0.1576514283E+01    0.1437840256E+01   -0.1660029997E+01
       628    0.1543754945E+01    0.1350770472E+01   -0.1334778655E+01
       629    0.1356127306E+01    0.1410184544E+01   -0.1556721399E+01
       630    0.1213763978E+01    0.1348616910E+01   -0.1326733969E+01
       631    0.1355781364E+01    0.1296712994E+01   -0.1132845598E+01
       632    0.1435901358E+01    0.1209643210E+01   -0.8075942556E+00
       633    0.1291089283E+01    0.1410184544E+01   -0.1556721399E+01
       634    0.1466244143E+01    0.1250984725E+01   -0.9620265128E+00
       635    0.1427631302E+01    0.1209643210E+01   -0.8075942556E+00
       636    0.1298093211E+01    0.1410184544E+01   -0.1556721399E+01
       637    0.1356004282E+01    0.1348616910E+01   -0.1326733969E+01
       638    0.1470433173E+01    0.1296712994E+01   -0.1132845598E+01
       639    0.1499886520E+01    0.1250984725E+01   -0.9620265128E+00
       640    0.8385344400E+00    0.9566828040E+00    0.1373456360E+00
       641    0.1347348769E+01    0.8590506190E+00    0.5020530924E+00
       642    0.9901740400E+00    0.8177091042E+00    0.6564853497E+00
       643    0.9702713940E+00    0.9566828040E+00    0.1373456360E+00
       644    0.1354269255E+01    0.9047788875E+00    0.3312340076E+00
       645    0.1381961174E+01    0.8590506190E+00    0.5020530924E+00
       646    0.8809704760E+00    0.1018250438E+01   -0.9264179351E-01
       647    0.1072534142E+01    0.9566828040E+00    0.1373456360E+00
       648    0.1336080772E+01    0.8590506190E+00    0.5020530924E+00
       649    0.4277002410E+00    0.7422956059E+00    0.9381943490E+00
       650    0.5955642040E+00    0.6807279716E+00    0.1168181779E+01
       651    0.5945945950E+00    0.6288240552E+00    0.1362070150E+01
       652    0.5724390930E+00    0.5830957867E+00    0.1532889235E+01
       653    0.4160415210E+00    0.7422956059E+00    0.9381943490E+00
       654    0.6519319340E+00    0.5830957867E+00    0.1532889235E+01
       655    0.7304746690E+00    0.5417542719E+00    0.1687321492E+01
       656    0.4105175350E+00    0.7422956059E+00    0.9381943490E+00
       657    0.5584050830E+00    0.6807279716E+00    0.1168181779E+01
       658    0.6016052460E+00    0.6288240552E+00    0.1362070150E+01
       659    0.7023638490E+00    0.5417542719E+00    0.1687321492E+01
       660    0.1630168643E+01    0.1466476442E+01   -0.1767001182E+01
       661    0.1666891949E+01    0.1409475888E+01   -0.1554074197E+01
       662    0.1727557719E+01    0.1361422199E+01   -0.1374568445E+01
       663    0.1712835287E+01    0.1319086049E+01   -0.1216420703E+01
       664    0.1660926566E+01    0.1280811244E+01   -0.1073444216E+01
       665    0.1829306215E+01    0.1466476442E+01   -0.1767001182E+01
       666    0.1716885943E+01    0.1409475888E+01   -0.1554074197E+01
       667    0.1703329810E+01    0.1319086049E+01   -0.1216420703E+01
       668    0.1614747903E+01    0.1280811244E+01   -0.1073444216E+01
       669    0.1704817997E+01    0.1571632986E+01   -0.2159816071E+01
       670    0.1384467524E+01    0.1514632433E+01   -0.1946889086E+01
       671    0.1559470759E+01    0.1466578744E+01   -0.1767383335E+01
       672    0.1598350679E+01    0.1424242594E+01   -0.1609235592E+01
       673    0.1588975409E+01    0.1385967788E+01   -0.1466259105E+01
       674    0.1455863966E+01    0.1514632433E+01   -0.1946889086E+01
       675    0.1612188038E+01    0.1466578744E+01   -0.1767383335E+01
       676    0.1593758118E+01    0.1385967788E+01   -0.1466259105E+01
       677    0.1214272370E+01    0.1598347412E+01   -0.2259608473E+01
       678    0.1409107424E+01    0.1550293723E+01   -0.2080102722E+01
       679    0.1477573347E+01    0.1469682767E+01   -0.1778978492E+01
       680    0.1328367061E+01    0.1598347412E+01   -0.2259608473E+01
       681    0.1542296277E+01    0.1507957573E+01   -0.1921954980E+01
       682    0.1528148722E+01    0.1469682767E+01   -0.1778978492E+01
       683    0.1377580373E+01    0.1105341223E+01   -0.4179715878E+00
       684    0.1068051730E+01    0.1252731616E+01   -0.9685520665E+00
       685    0.1256877298E+01    0.1195731062E+01   -0.7556250815E+00
       686    0.1477432269E+01    0.1105341223E+01   -0.4179715878E+00
       687    0.1470776381E+01    0.1067066418E+01   -0.2749951003E+00
       688    0.9386725870E+00    0.8840828972E+00    0.4085443944E+00
       689    0.1067197730E+01    0.8360292081E+00    0.5880501459E+00
       690    0.5757547110E+00    0.7936930579E+00    0.7461978881E+00
       691    0.4400686670E+00    0.7554182527E+00    0.8891743756E+00
       692    0.6486283350E+00    0.9410834505E+00    0.1956174093E+00
       693    0.8532832750E+00    0.8840828972E+00    0.4085443944E+00
       694    0.1669590912E+01    0.1482856873E+01   -0.1828190691E+01
       695    0.1727699236E+01    0.1429537738E+01   -0.1629015735E+01
       696    0.1771474347E+01    0.1384587627E+01   -0.1461103479E+01
       697    0.1749073426E+01    0.1344985785E+01   -0.1313169813E+01
       698    0.1803716056E+01    0.1482856873E+01   -0.1828190691E+01
       699    0.1780719049E+01    0.1429537738E+01   -0.1629015735E+01
       700    0.1804990261E+01    0.1384587627E+01   -0.1461103479E+01
       701    0.1765524346E+01    0.1344985785E+01   -0.1313169813E+01
       702    0.1616889376E+01    0.1489744172E+01   -0.1853918369E+01
       703    0.1641279204E+01    0.1450142330E+01   -0.1705984702E+01
       704    0.1628648579E+01    0.1414339528E+01   -0.1572242444E+01
       705    0.1707701580E+01    0.1588013418E+01   -0.2221005581E+01
       706    0.1679107197E+01    0.1489744172E+01   -0.1853918369E+01
       707    0.1673885692E+01    0.1414339528E+01   -0.1572242444E+01
       708    0.1464438564E+01    0.1573459151E+01   -0.2166637756E+01
       709    0.1531714434E+01    0.1498054507E+01   -0.1884961831E+01
       710    0.1389157052E+01    0.1618409262E+01   -0.2334550012E+01
       711    0.1534961271E+01    0.1573459151E+01   -0.2166637756E+01
       712    0.1578889584E+01    0.1533857309E+01   -0.2018704089E+01
       713    0.1125127753E+01    0.1483272045E+01   -0.1829741576E+01
       714    0.1218238929E+01    0.1429952910E+01   -0.1630566620E+01
       715    0.1453854921E+01    0.1309598155E+01   -0.1180978440E+01
       716    0.1227749057E+01    0.1483272045E+01   -0.1829741576E+01
       717    0.1424920061E+01    0.1385002799E+01   -0.1462654364E+01
       718    0.1486274377E+01    0.1345400957E+01   -0.1314720697E+01
       719    0.1510142588E+01    0.1309598155E+01   -0.1180978440E+01
       720    0.1122062956E+01    0.1082611411E+01   -0.3330638104E+00
       721    0.1292136683E+01    0.1037661301E+01   -0.1651515548E+00
       722    0.1355113807E+01    0.9980594590E+00   -0.1721788824E-01
       723    0.8378659770E+00    0.1135930547E+01   -0.5322387669E+00
       724    0.1167730877E+01    0.1082611411E+01   -0.3330638104E+00
       725    0.1439207380E+01    0.9980594590E+00   -0.1721788824E-01
       726    0.1449719350E+01    0.9622566570E+00    0.1165243697E+00
