     Index              y_true              y_pred        descriptor_1        descriptor_2
       318    0.1579912486E+01    0.1577749343E+01   -0.4280481277E+01    0.1141908623E+02
       319    0.1557526342E+01    0.1323536121E+01   -0.4251711557E+01    0.1770764730E+03
       320    0.1688323499E+01    0.1515964924E+01   -0.4270934405E+01    0.5141276677E+02
       321    0.1444724980E+01    0.1323536121E+01   -0.4251711557E+01    0.1770764730E+03
       322    0.1591468136E+01    0.1434394941E+01   -0.3857079371E+01    0.6212334391E+02
       323    0.1302227004E+01    0.1272306126E+01   -0.3374585699E+01    0.1190596189E+03
       324    0.1430471461E+01    0.1364566944E+01   -0.3359189291E+01    0.5622776592E+02
       325    0.8347950430E+00    0.9781363195E+00   -0.2666190307E+01    0.2399374442E+03
       326    0.1453637332E+01    0.1159615390E+01   -0.2616152156E+01    0.1142737380E+03
       327    0.9395562070E+00    0.1306447681E+01   -0.2564122962E+01    0.1138996821E+02
       328    0.5378966840E+00    0.3770308046E+00    0.1162447352E+01    0.2371651145E+03
       329    0.5746130890E+00    0.4532300715E+00    0.1279438862E+01    0.1743332615E+03
       330    0.1633170109E+01    0.1529532691E+01   -0.4268198873E+01    0.4212334397E+02
       331    0.1443226538E+01    0.1229782274E+01   -0.3895247380E+01    0.2018914720E+03
       332    0.1401871839E+01    0.1433522990E+01   -0.3341418783E+01    0.8610031851E+01
       333    0.6637284800E+00    0.8585834468E+00   -0.2673186921E+01    0.3199969676E+03
       334    0.4526904260E+00    0.1132496213E+01   -0.2608845868E+01    0.1315014083E+03
       335    0.1760274198E+01    0.1399379694E+01   -0.4629405230E+01    0.1663722154E+03
       336    0.1493989109E+01    0.1262794437E+01   -0.4294722240E+01    0.2218914721E+03
       337    0.1522183395E+01    0.1543496371E+01   -0.4273325123E+01    0.3339591288E+02
       338    0.1586082646E+01    0.1548329364E+01   -0.4266144921E+01    0.2943594024E+02
       339    0.7518554950E+00    0.9429378967E+00   -0.3397420241E+01    0.3399969677E+03
       340    0.1341351122E+01    0.1128717688E+01   -0.3374585699E+01    0.2143332614E+03
       341    0.1798910248E+01    0.1723462658E+01   -0.5175174277E+01    0.8587233111E+01
       342    0.1776764192E+01    0.1653964267E+01   -0.5170826161E+01    0.5424461989E+02
       343    0.1775353250E+01    0.1415627629E+01   -0.4922840312E+01    0.1863722153E+03
       344    0.1463180419E+01    0.1332810089E+01   -0.4283654124E+01    0.1742737379E+03
       345    0.1161822191E+01    0.1085673816E+01   -0.3891958060E+01    0.2971651146E+03
       346    0.1364236095E+01    0.1179151899E+01   -0.3884261283E+01    0.2343332614E+03
       347    0.1448629634E+01    0.1366093490E+01   -0.3868775548E+01    0.1086695554E+03
       348    0.1649342938E+01    0.1583993763E+01   -0.4910807793E+01    0.7339591276E+02
       349    0.1654095943E+01    0.1678001555E+01   -0.4906461618E+01    0.1056405976E+02
       350    0.7279903400E+00    0.9355369741E+00   -0.2873109116E+01    0.2899083260E+03
       351    0.9882513480E+00    0.1168885425E+01   -0.3414562961E+01    0.1918747515E+03
       352    0.9972215830E+00    0.1126611943E+01   -0.3350189943E+01    0.2131713924E+03
       353    0.9108707530E+00    0.9874035952E+00   -0.4017820738E+01    0.3755720322E+03
       354    0.1135214197E+01    0.1280086118E+01   -0.3927286358E+01    0.1718747515E+03
       355    0.1089153632E+01    0.1086002148E+01   -0.3284420308E+01    0.2332176424E+03
       356    0.1174791632E+01    0.1143711988E+01   -0.3866672170E+01    0.2560032455E+03
       357    0.1052120503E+01    0.1049593591E+01   -0.3715387851E+01    0.3025831287E+03
       358    0.1208024082E+01    0.1367227674E+01   -0.4432745850E+01    0.1670764729E+03
       359    0.1042520237E+01    0.1079232499E+01   -0.4408010588E+01    0.3555720321E+03
       360    0.1138904555E+01    0.1294460813E+01   -0.3970972071E+01    0.1669194226E+03
       361    0.1196658005E+01    0.1294460813E+01   -0.3970972071E+01    0.1669194226E+03
       362    0.1192960468E+01    0.1136104587E+01   -0.4378837940E+01    0.3147761677E+03
       363    0.1228397793E+01    0.1149933471E+01   -0.4159412698E+01    0.2825831288E+03
       364    0.1170581703E+01    0.1257596761E+01   -0.3923756127E+01    0.1864265505E+03
       365    0.1404178342E+01    0.1250396610E+01   -0.2564122962E+01    0.4858091377E+02
       366    0.1157379916E+01    0.1147128137E+01   -0.2509891997E+01    0.1114127668E+03
       367    0.1054498340E+01    0.1043472237E+01   -0.2453210410E+01    0.1742446199E+03
       368    0.9195913600E+00    0.9393819300E+00   -0.2393781046E+01    0.2370764729E+03
       369    0.1623621123E+01    0.1310361357E+01   -0.2616152156E+01    0.1425093935E+02
       370    0.1092930713E+01    0.1043472237E+01   -0.2453210410E+01    0.1742446199E+03
       371    0.1617501119E+01    0.1310361357E+01   -0.2616152156E+01    0.1425093935E+02
       372    0.1582295656E+01    0.1250396610E+01   -0.2564122962E+01    0.4858091377E+02
       373    0.1313210144E+01    0.1147128137E+01   -0.2509891997E+01    0.1114127668E+03
       374    0.1179490956E+01    0.1043472237E+01   -0.2453210410E+01    0.1742446199E+03
       375    0.1576575732E+01    0.1310361357E+01   -0.2616152156E+01    0.1425093935E+02
       376    0.1611647704E+01    0.1250396610E+01   -0.2564122962E+01    0.4858091377E+02
       377    0.1347585723E+01    0.1147128137E+01   -0.2509891997E+01    0.1114127668E+03
       378    0.9131082420E+00    0.9393819300E+00   -0.2393781046E+01    0.2370764729E+03
       379    0.1608308630E+01    0.1310361357E+01   -0.2616152156E+01    0.1425093935E+02
       380    0.1558561878E+01    0.1250396610E+01   -0.2564122962E+01    0.4858091377E+02
       381    0.1381328859E+01    0.1147128137E+01   -0.2509891997E+01    0.1114127668E+03
       382    0.8858349940E+00    0.9393819300E+00   -0.2393781046E+01    0.2370764729E+03
       383    0.1630498522E+01    0.1310361357E+01   -0.2616152156E+01    0.1425093935E+02
       384    0.1546954712E+01    0.1250396610E+01   -0.2564122962E+01    0.4858091377E+02
       385    0.4955598690E+00    0.6159398984E+00    0.1279438862E+01    0.6637221533E+02
       386    0.4502971750E+00    0.6813632548E+00    0.1464591888E+01    0.3540362210E+01
       387    0.5430653340E+00    0.5740368020E+00    0.1611991954E+01    0.5929149085E+02
       388    0.4495732800E+00    0.4596633851E+00    0.1736465693E+01    0.1221233439E+03
       389    0.3615893930E+00    0.3477671840E+00    0.1845270149E+01    0.1849551970E+03
       390    0.5384010270E+00    0.6159398984E+00    0.1279438862E+01    0.6637221533E+02
       391    0.5782847610E+00    0.5740368020E+00    0.1611991954E+01    0.5929149085E+02
       392    0.3982142860E+00    0.4596633851E+00    0.1736465693E+01    0.1221233439E+03
       393    0.3556361640E+00    0.3477671840E+00    0.1845270149E+01    0.1849551970E+03
       394    0.5512539110E+00    0.6159398984E+00    0.1279438862E+01    0.6637221533E+02
       395    0.6950438020E+00    0.5740368020E+00    0.1611991954E+01    0.5929149085E+02
       396    0.5738180560E+00    0.4596633851E+00    0.1736465693E+01    0.1221233439E+03
       397    0.6115831650E+00    0.6813632548E+00    0.1464591888E+01    0.3540362210E+01
       398    0.6976882290E+00    0.5740368020E+00    0.1611991954E+01    0.5929149085E+02
       399    0.3787293790E+00    0.3477671840E+00    0.1845270149E+01    0.1849551970E+03
       400    0.5225143100E+00    0.6159398984E+00    0.1279438862E+01    0.6637221533E+02
       401    0.4767387050E+00    0.6813632548E+00    0.1464591888E+01    0.3540362210E+01
       402    0.5801745480E+00    0.5740368020E+00    0.1611991954E+01    0.5929149085E+02
       403    0.4040542110E+00    0.4596633851E+00    0.1736465693E+01    0.1221233439E+03
       404    0.5361934250E+00    0.6159398984E+00    0.1279438862E+01    0.6637221533E+02
       405    0.5006720430E+00    0.5740368020E+00    0.1611991954E+01    0.5929149085E+02
       406    0.4109430310E+00    0.4596633851E+00    0.1736465693E+01    0.1221233439E+03
       407    0.2020388390E+00    0.3787137828E+00    0.2849690852E+01    0.5905961892E+02
       408    0.2046459140E+00    0.4553427097E+00    0.2892042800E+01    0.3772234135E+01
       409    0.2026715360E+00    0.3541427982E+00    0.2933189372E+01    0.6660408720E+02
       410    0.2686560930E+00    0.2531204430E+00    0.2973212836E+01    0.1294359403E+03
       411    0.2052642420E+00    0.2909196302E+00    0.2806041170E+01    0.1218914720E+03
       412    0.2700115340E+00    0.3787137828E+00    0.2849690852E+01    0.5905961892E+02
       413    0.2308230610E+00    0.3541427982E+00    0.2933189372E+01    0.6660408720E+02
       414    0.2547360410E+00    0.2531204430E+00    0.2973212836E+01    0.1294359403E+03
       415    0.2124746450E+00    0.2909196302E+00    0.2806041170E+01    0.1218914720E+03
       416    0.2783283580E+00    0.4553427097E+00    0.2892042800E+01    0.3772234135E+01
       417    0.1573802540E+00    0.2909196302E+00    0.2806041170E+01    0.1218914720E+03
       418    0.2520483090E+00    0.4553427097E+00    0.2892042800E+01    0.3772234135E+01
       419    0.2370942040E+00    0.3541427982E+00    0.2933189372E+01    0.6660408720E+02
       420    0.2381650570E+00    0.2531204430E+00    0.2973212836E+01    0.1294359403E+03
       421    0.1410105690E+00    0.2909196302E+00    0.2806041170E+01    0.1218914720E+03
       422    0.2051061930E+00    0.3787137828E+00    0.2849690852E+01    0.5905961892E+02
       423    0.2010996900E+00    0.4553427097E+00    0.2892042800E+01    0.3772234135E+01
       424    0.1684095330E+00    0.2909196302E+00    0.2806041170E+01    0.1218914720E+03
       425    0.2761077970E+00    0.3787137828E+00    0.2849690852E+01    0.5905961892E+02
       426    0.2427078770E+00    0.4553427097E+00    0.2892042800E+01    0.3772234135E+01
       427    0.1637031560E+00    0.3541427982E+00    0.2933189372E+01    0.6660408720E+02
       428    0.2013807570E+00    0.2531204430E+00    0.2973212836E+01    0.1294359403E+03
       429    0.2115133110E+00    0.2430313123E+00    0.3590385490E+01    0.7138996815E+02
       430    0.2298010890E+00    0.9710569956E-01    0.3478628823E+01    0.1799374442E+03
       431    0.2043954240E+00    0.2775218485E+00    0.3535390337E+01    0.5427373797E+02
       432    0.2348282990E+00    0.3420398540E+00    0.3563100121E+01    0.8558115089E+01
       433    0.2238425020E+00    0.2430313123E+00    0.3590385490E+01    0.7138996815E+02
       434    0.1763325760E+00    0.2775218485E+00    0.3535390337E+01    0.5427373797E+02
       435    0.1601539080E+00    0.2775218485E+00    0.3535390337E+01    0.5427373797E+02
       436    0.2213509840E+00    0.2430313123E+00    0.3590385490E+01    0.7138996815E+02
       437    0.1503362200E+00    0.2775218485E+00    0.3535390337E+01    0.5427373797E+02
       438    0.1717623220E+00    0.3420398540E+00    0.3563100121E+01    0.8558115089E+01
       439    0.1641465830E+00    0.1872774666E+00    0.3507239238E+01    0.1171055910E+03
       440    0.1469517200E+00    0.2775218485E+00    0.3535390337E+01    0.5427373797E+02
       441    0.1736719460E+00    0.3420398540E+00    0.3563100121E+01    0.8558115089E+01
       442    0.1991721310E+00    0.2430313123E+00    0.3590385490E+01    0.7138996815E+02
       443    0.1532095160E+00    0.2169839352E-01    0.3982035958E+01    0.1771651145E+03
       444    0.1726735850E+00    0.2613582331E+00    0.4047011672E+01    0.1133044469E+02
       445    0.2016637750E+00    0.1129320929E+00    0.4003929268E+01    0.1143332614E+03
       446    0.2195671890E+00    0.2042032350E+00    0.4025585738E+01    0.5150140837E+02
       447    0.2374588130E+00    0.2613582331E+00    0.4047011672E+01    0.1133044469E+02
       448    0.3318650270E+00   -0.6949682184E-01    0.3959899223E+01    0.2399969676E+03
       449    0.1439294300E+00    0.2169839352E-01    0.3982035958E+01    0.1771651145E+03
       450    0.1789800760E+00    0.1129320929E+00    0.4003929268E+01    0.1143332614E+03
       451    0.2610090850E+00    0.2613582331E+00    0.4047011672E+01    0.1133044469E+02
       452    0.3040400600E+00   -0.6949682184E-01    0.3959899223E+01    0.2399969676E+03
       453    0.1326451790E+00    0.1129320929E+00    0.4003929268E+01    0.1143332614E+03
       454    0.1758770870E+00    0.2613582331E+00    0.4047011672E+01    0.1133044469E+02
       455    0.1498207890E+00    0.1129320929E+00    0.4003929268E+01    0.1143332614E+03
       456    0.1578682460E+00    0.2042032350E+00    0.4025585738E+01    0.5150140837E+02
       457    0.1644220650E+00    0.2613582331E+00    0.4047011672E+01    0.1133044469E+02
       458    0.3443021350E+00   -0.6949682184E-01    0.3959899223E+01    0.2399969676E+03
       459    0.1394324810E+00    0.1129320929E+00    0.4003929268E+01    0.1143332614E+03
       460    0.1653527390E+00    0.2042032350E+00    0.4025585738E+01    0.5150140837E+02
       461    0.1894382010E+00    0.2613582331E+00    0.4047011672E+01    0.1133044469E+02
       462    0.1325481886E+01    0.1208144046E+01   -0.3304157881E+01    0.1542446199E+03
       463    0.1172215613E+01    0.1109630230E+01   -0.3280001829E+01    0.2170764729E+03
       464    0.1431387021E+01    0.1405008509E+01   -0.3351437877E+01    0.2858091373E+02
       465    0.1487965014E+01    0.1306602826E+01   -0.3327965804E+01    0.9141276685E+02
       466    0.1391174215E+01    0.1208144046E+01   -0.3304157881E+01    0.1542446199E+03
       467    0.1535625522E+01    0.1405008509E+01   -0.3351437877E+01    0.2858091373E+02
       468    0.1515373684E+01    0.1306602826E+01   -0.3327965804E+01    0.9141276685E+02
       469    0.1425646034E+01    0.1208144046E+01   -0.3304157881E+01    0.1542446199E+03
       470    0.1570547296E+01    0.1405008509E+01   -0.3351437877E+01    0.2858091373E+02
       471    0.1457879283E+01    0.1208144046E+01   -0.3304157881E+01    0.1542446199E+03
       472    0.1124541331E+01    0.1109630230E+01   -0.3280001829E+01    0.2170764729E+03
       473    0.1682891720E+01    0.1400122649E+01   -0.3374585699E+01    0.3425093931E+02
       474    0.1534607313E+01    0.1405008509E+01   -0.3351437877E+01    0.2858091373E+02
       475    0.1561412459E+01    0.1306602826E+01   -0.3327965804E+01    0.9141276685E+02
       476    0.1112668763E+01    0.1109630230E+01   -0.3280001829E+01    0.2170764729E+03
       477    0.1278673041E+01    0.1163306438E+01   -0.2523669027E+01    0.1021233439E+03
       478    0.1099070739E+01    0.1062004141E+01   -0.2481874830E+01    0.1649551970E+03
       479    0.1518535633E+01    0.1205659048E+01   -0.2641408209E+01    0.8637221529E+02
       480    0.1423602163E+01    0.1264396848E+01   -0.2564122962E+01    0.3929149087E+02
       481    0.1077795333E+01    0.1062004141E+01   -0.2481874830E+01    0.1649551970E+03
       482    0.1490225876E+01    0.1205659048E+01   -0.2641408209E+01    0.8637221529E+02
       483    0.1415551240E+01    0.1294335466E+01   -0.2603339177E+01    0.2354036225E+02
       484    0.1469576128E+01    0.1264396848E+01   -0.2564122962E+01    0.3929149087E+02
       485    0.1051447486E+01    0.1062004141E+01   -0.2481874830E+01    0.1649551970E+03
       486    0.1521382995E+01    0.1205659048E+01   -0.2641408209E+01    0.8637221529E+02
       487    0.1449063253E+01    0.1294335466E+01   -0.2603339177E+01    0.2354036225E+02
       488    0.1465880348E+01    0.1294335466E+01   -0.2603339177E+01    0.2354036225E+02
       489    0.1492498185E+01    0.1264396848E+01   -0.2564122962E+01    0.3929149087E+02
       490    0.1438634216E+01    0.1163306438E+01   -0.2523669027E+01    0.1021233439E+03
       491    0.1047208763E+01    0.1062004141E+01   -0.2481874830E+01    0.1649551970E+03
       492    0.6167231240E+00    0.5887191790E+00    0.1330670039E+01    0.7905961896E+02
       493    0.5411196520E+00    0.6622418650E+00    0.1464591888E+01    0.1622776584E+02
       494    0.4469703280E+00    0.5985820994E+00    0.1577683785E+01    0.4660408720E+02
       495    0.4803119690E+00    0.4882587810E+00    0.1676539193E+01    0.1094359402E+03
       496    0.6463920030E+00    0.5887191790E+00    0.1330670039E+01    0.7905961896E+02
       497    0.6639490460E+00    0.6622418650E+00    0.1464591888E+01    0.1622776584E+02
       498    0.5688447600E+00    0.5985820994E+00    0.1577683785E+01    0.4660408720E+02
       499    0.4860493560E+00    0.4882587810E+00    0.1676539193E+01    0.1094359402E+03
       500    0.5087625500E+00    0.5206192417E+00    0.1162447352E+01    0.1418914720E+03
       501    0.5691382270E+00    0.5985820994E+00    0.1577683785E+01    0.4660408720E+02
       502    0.5422083010E+00    0.5206192417E+00    0.1162447352E+01    0.1418914720E+03
       503    0.5688695840E+00    0.5887191790E+00    0.1330670039E+01    0.7905961896E+02
       504    0.5183731670E+00    0.6622418650E+00    0.1464591888E+01    0.1622776584E+02
       505    0.4562801550E+00    0.5985820994E+00    0.1577683785E+01    0.4660408720E+02
       506    0.4854626740E+00    0.4882587810E+00    0.1676539193E+01    0.1094359402E+03
       507    0.5718723990E+00    0.5887191790E+00    0.1330670039E+01    0.7905961896E+02
       508    0.4985814990E+00    0.5985820994E+00    0.1577683785E+01    0.4660408720E+02
       509    0.5047069170E+00    0.4882587810E+00    0.1676539193E+01    0.1094359402E+03
       510    0.1342367260E+00    0.1768276666E+00    0.2783697628E+01    0.1999374441E+03
       511    0.2438119140E+00    0.3557843396E+00    0.2849690852E+01    0.7427373795E+02
       512    0.2261526690E+00    0.4454391441E+00    0.2881571240E+01    0.1144188491E+02
       513    0.2764506870E+00    0.3557843396E+00    0.2849690852E+01    0.7427373795E+02
       514    0.2911093630E+00    0.3803017767E+00    0.2912761398E+01    0.5138996813E+02
       515    0.1909513640E+00    0.1768276666E+00    0.2783697628E+01    0.1999374441E+03
       516    0.2544097800E+00    0.2662449012E+00    0.2817080731E+01    0.1371055911E+03
       517    0.2678712010E+00    0.3557843396E+00    0.2849690852E+01    0.7427373795E+02
       518    0.2354286690E+00    0.3803017767E+00    0.2912761398E+01    0.5138996813E+02
       519    0.1371076180E+00    0.1768276666E+00    0.2783697628E+01    0.1999374441E+03
       520    0.2487170830E+00    0.2662449012E+00    0.2817080731E+01    0.1371055911E+03
       521    0.2194940410E+00    0.3557843396E+00    0.2849690852E+01    0.7427373795E+02
       522    0.2055266530E+00    0.4454391441E+00    0.2881571240E+01    0.1144188491E+02
       523    0.1350462310E+00    0.1768276666E+00    0.2783697628E+01    0.1999374441E+03
       524    0.2961542120E+00    0.2662449012E+00    0.2817080731E+01    0.1371055911E+03
       525    0.2871877070E+00    0.3557843396E+00    0.2849690852E+01    0.7427373795E+02
       526    0.2187412840E+00    0.4454391441E+00    0.2881571240E+01    0.1144188491E+02
       527    0.2340253970E+00   -0.2126355836E-01    0.3464145419E+01    0.2599969676E+03
       528    0.2191794260E+00    0.1613133678E+00    0.3507239238E+01    0.1343332614E+03
       529    0.3148765440E+00    0.3440537225E+00    0.3549299312E+01    0.8669555333E+01
       530    0.2888247200E+00   -0.2126355836E-01    0.3464145419E+01    0.2599969676E+03
       531    0.1968955350E+00    0.2526637291E+00    0.3528394619E+01    0.7150140837E+02
       532    0.2499555320E+00    0.3440537225E+00    0.3549299312E+01    0.8669555333E+01
       533    0.1259982250E+00    0.7000384863E-01    0.3485825516E+01    0.1971651145E+03
       534    0.1815750960E+00    0.1613133678E+00    0.3507239238E+01    0.1343332614E+03
       535    0.2203264970E+00    0.2526637291E+00    0.3528394619E+01    0.7150140837E+02
       536    0.1946254960E+00    0.3440537225E+00    0.3549299312E+01    0.8669555333E+01
       537    0.3054629680E+00   -0.2126355836E-01    0.3464145419E+01    0.2599969676E+03
       538    0.9639382600E-01    0.7000384863E-01    0.3485825516E+01    0.1971651145E+03
       539    0.1835679060E+00    0.2526637291E+00    0.3528394619E+01    0.7150140837E+02
       540    0.1575847187E+01    0.1451044162E+01   -0.3887343652E+01    0.5425093937E+02
       541    0.1462900474E+01    0.1517675206E+01   -0.3873434276E+01    0.8580913729E+01
       542    0.1565890814E+01    0.1420765418E+01   -0.3859424281E+01    0.7141276683E+02
       543    0.1512368073E+01    0.1323839432E+01   -0.3845311825E+01    0.1342446199E+03
       544    0.1403263403E+01    0.1226896948E+01   -0.3831095016E+01    0.1970764729E+03
       545    0.1531240953E+01    0.1517675206E+01   -0.3873434276E+01    0.8580913729E+01
       546    0.1560280587E+01    0.1323839432E+01   -0.3845311825E+01    0.1342446199E+03
       547    0.1317807896E+01    0.1226896948E+01   -0.3831095016E+01    0.1970764729E+03
       548    0.1720652447E+01    0.1451044162E+01   -0.3887343652E+01    0.5425093937E+02
       549    0.1564291331E+01    0.1517675206E+01   -0.3873434276E+01    0.8580913729E+01
       550    0.1616966219E+01    0.1420765418E+01   -0.3859424281E+01    0.7141276683E+02
       551    0.1560754007E+01    0.1323839432E+01   -0.3845311825E+01    0.1342446199E+03
       552    0.1300884556E+01    0.1226896948E+01   -0.3831095016E+01    0.1970764729E+03
       553    0.1718223089E+01    0.1451044162E+01   -0.3887343652E+01    0.5425093937E+02
       554    0.1305927814E+01    0.1226896948E+01   -0.3831095016E+01    0.1970764729E+03
       555    0.1484157119E+01    0.1292877364E+01   -0.3383756515E+01    0.1063722153E+03
       556    0.1388248215E+01    0.1418270748E+01   -0.3346769764E+01    0.1929149085E+02
       557    0.1351954063E+01    0.1222901401E+01   -0.3308946913E+01    0.1449551970E+03
       558    0.1398990225E+01    0.1384664638E+01   -0.3365364765E+01    0.4354036225E+02
       559    0.1457093508E+01    0.1418270748E+01   -0.3346769764E+01    0.1929149085E+02
       560    0.1454773297E+01    0.1320603064E+01   -0.3327965804E+01    0.8212334395E+02
       561    0.1389575690E+01    0.1222901401E+01   -0.3308946913E+01    0.1449551970E+03
       562    0.1509330432E+01    0.1292877364E+01   -0.3383756515E+01    0.1063722153E+03
       563    0.1496619976E+01    0.1384664638E+01   -0.3365364765E+01    0.4354036225E+02
       564    0.1501759448E+01    0.1418270748E+01   -0.3346769764E+01    0.1929149085E+02
       565    0.1484052320E+01    0.1320603064E+01   -0.3327965804E+01    0.8212334395E+02
       566    0.1404523039E+01    0.1222901401E+01   -0.3308946913E+01    0.1449551970E+03
       567    0.1534736700E+01    0.1292877364E+01   -0.3383756515E+01    0.1063722153E+03
       568    0.1424299184E+01    0.1384664638E+01   -0.3365364765E+01    0.4354036225E+02
       569    0.1512495664E+01    0.1320603064E+01   -0.3327965804E+01    0.8212334395E+02
       570    0.1330698022E+01    0.1273989051E+01   -0.2595590449E+01    0.3622776586E+02
       571    0.1354259888E+01    0.1283518238E+01   -0.2564122962E+01    0.2660408724E+02
       572    0.1261734861E+01    0.1183723333E+01   -0.2531863563E+01    0.8943594024E+02
       573    0.1244760521E+01    0.1184151184E+01   -0.2626312905E+01    0.9905961896E+02
       574    0.1427788450E+01    0.1273989051E+01   -0.2595590449E+01    0.3622776586E+02
       575    0.1410716808E+01    0.1283518238E+01   -0.2564122962E+01    0.2660408724E+02
       576    0.1139383658E+01    0.1094202267E+01   -0.2656332922E+01    0.1618914721E+03
       577    0.1451846697E+01    0.1283518238E+01   -0.2564122962E+01    0.2660408724E+02
       578    0.1089217790E+01    0.1183723333E+01   -0.2531863563E+01    0.8943594024E+02
       579    0.1152010881E+01    0.1094202267E+01   -0.2656332922E+01    0.1618914721E+03
       580    0.1502349624E+01    0.1273989051E+01   -0.2595590449E+01    0.3622776586E+02
       581    0.1484206189E+01    0.1283518238E+01   -0.2564122962E+01    0.2660408724E+02
       582    0.4071468080E+00    0.4161683543E+00    0.1079120529E+01    0.2199374442E+03
       583    0.5268023010E+00    0.4861746776E+00    0.1235284639E+01    0.1571055911E+03
       584    0.4999705100E+00    0.5612150349E+00    0.1359606670E+01    0.9427373797E+02
       585    0.6414813030E+00    0.4861746776E+00    0.1235284639E+01    0.1571055911E+03
       586    0.5909938070E+00    0.6248825231E+00    0.1556361120E+01    0.3138996813E+02
       587    0.5233491010E+00    0.4861746776E+00    0.1235284639E+01    0.1571055911E+03
       588    0.6051014780E+00    0.6393124218E+00    0.1464591888E+01    0.3144188487E+02
       589    0.6198555820E+00    0.6248825231E+00    0.1556361120E+01    0.3138996813E+02
       590    0.4646472100E+00    0.4161683543E+00    0.1079120529E+01    0.2199374442E+03
       591    0.6012338950E+00    0.4861746776E+00    0.1235284639E+01    0.1571055911E+03
       592    0.5645656710E+00    0.5612150349E+00    0.1359606670E+01    0.9427373797E+02
       593    0.5798793360E+00    0.6393124218E+00    0.1464591888E+01    0.3144188487E+02
       594    0.6077898550E+00    0.6248825231E+00    0.1556361120E+01    0.3138996813E+02
       595    0.2114283850E+00    0.5831561144E-01    0.2770117467E+01    0.2799969676E+03
       596    0.2910661610E+00    0.1487373746E+00    0.2797146566E+01    0.2171651145E+03
       597    0.2882651620E+00    0.2392401628E+00    0.2823663152E+01    0.1543332614E+03
       598    0.2443453900E+00    0.3298202408E+00    0.2849690852E+01    0.9150140833E+02
       599    0.3037037040E+00    0.4204741417E+00    0.2875251595E+01    0.2866955533E+02
       600    0.1826572310E+00    0.5831561144E-01    0.2770117467E+01    0.2799969676E+03
       601    0.2672895120E+00    0.1487373746E+00    0.2797146566E+01    0.2171651145E+03
       602    0.2857616910E+00    0.2392401628E+00    0.2823663152E+01    0.1543332614E+03
       603    0.3063628430E+00    0.3298202408E+00    0.2849690852E+01    0.9150140833E+02
       604    0.3405112040E+00    0.4204741417E+00    0.2875251595E+01    0.2866955533E+02
       605    0.1650188600E+00    0.5831561144E-01    0.2770117467E+01    0.2799969676E+03
       606    0.2527574890E+00    0.1487373746E+00    0.2797146566E+01    0.2171651145E+03
       607    0.1581174090E+00    0.5831561144E-01    0.2770117467E+01    0.2799969676E+03
       608    0.2467599560E+00    0.1487373746E+00    0.2797146566E+01    0.2171651145E+03
       609    0.2568235230E+00    0.2392401628E+00    0.2823663152E+01    0.1543332614E+03
       610    0.2458962400E+00    0.3298202408E+00    0.2849690852E+01    0.9150140833E+02
       611    0.2406015040E+00    0.4204741417E+00    0.2875251595E+01    0.2866955533E+02
       612    0.1637142899E+01    0.1484557046E+01   -0.4289985754E+01    0.7425093935E+02
       613    0.1670345588E+01    0.1515964924E+01   -0.4270934405E+01    0.5141276677E+02
       614    0.1648836077E+01    0.1419753949E+01   -0.4261344659E+01    0.1142446199E+03
       615    0.1517185236E+01    0.1323536121E+01   -0.4251711557E+01    0.1770764730E+03
       616    0.1743457837E+01    0.1484557046E+01   -0.4289985754E+01    0.7425093935E+02
       617    0.1665250233E+01    0.1577749343E+01   -0.4280481277E+01    0.1141908623E+02
       618    0.1708874297E+01    0.1515964924E+01   -0.4270934405E+01    0.5141276677E+02
       619    0.1656264447E+01    0.1419753949E+01   -0.4261344659E+01    0.1142446199E+03
       620    0.1619928259E+01    0.1343078538E+01   -0.3891958060E+01    0.1263722153E+03
       621    0.1365832848E+01    0.1435946402E+01   -0.3880401429E+01    0.6354036221E+02
       622    0.1541656935E+01    0.1434394941E+01   -0.3857079371E+01    0.6212334391E+02
       623    0.1562563493E+01    0.1343078538E+01   -0.3891958060E+01    0.1263722153E+03
       624    0.1529428852E+01    0.1528803317E+01   -0.3868775548E+01    0.7085092099E+00
       625    0.1543618206E+01    0.1434394941E+01   -0.3857079371E+01    0.6212334391E+02
       626    0.1463423868E+01    0.1435946402E+01   -0.3880401429E+01    0.6354036221E+02
       627    0.1576514283E+01    0.1528803317E+01   -0.3868775548E+01    0.7085092099E+00
       628    0.1543754945E+01    0.1337839670E+01   -0.3845311825E+01    0.1249551970E+03
       629    0.1356127306E+01    0.1180023296E+01   -0.3389842883E+01    0.1818914720E+03
       630    0.1213763978E+01    0.1272306126E+01   -0.3374585699E+01    0.1190596189E+03
       631    0.1355781364E+01    0.1364566944E+01   -0.3359189291E+01    0.5622776592E+02
       632    0.1435901358E+01    0.1339724454E+01   -0.3327965804E+01    0.6943594032E+02
       633    0.1291089283E+01    0.1180023296E+01   -0.3389842883E+01    0.1818914720E+03
       634    0.1466244143E+01    0.1436898992E+01   -0.3343650440E+01    0.6604087195E+01
       635    0.1427631302E+01    0.1339724454E+01   -0.3327965804E+01    0.6943594032E+02
       636    0.1298093211E+01    0.1180023296E+01   -0.3389842883E+01    0.1818914720E+03
       637    0.1356004282E+01    0.1272306126E+01   -0.3374585699E+01    0.1190596189E+03
       638    0.1470433173E+01    0.1364566944E+01   -0.3359189291E+01    0.5622776592E+02
